,Emotion,Text
27681,joy,Manufacturers play excitement commentary sell sets 
27682,joy,Moved neck fast cant right legit crying
27683,joy,Thank lord baby #Knicks ready boys    
27684,fear,dark unreal figure formed shadow
27686,joy,Finally getting sleep long work filled dayjust wake day like it
27688,sad,expressed sorrow father s death 
27689,anger,Dear STOP messing delicious French recipes stop putting word French xxx title
27690,sad,Loads friends miserable way look  media basically saying   Yes  re right miserable 
27692,joy,Cant wait 12 hour shift tomorrow starting 4am
27693,sad,grandparents moved town
27694,joy,  christmas music today :P tomorrow ill waking music #not
27695,sad,leap mind  feel terrible 
27696,fear,Zerando novamente só que em high details É outro jogo mas realmente mereceu Game Critics Awards da época
27697,fear,weird live rare die #loathing
27698,sad,  guess people jus dun wanna happy
27699,sad,Finding girl like like me
27700,sad,quarrelled younger sister said boyfriend Consequently looked saw thought trying separate them misunderstood me
27701,sad,heartbroken  
27702,sad,school friend died cancer ill long time 17 yrs old
27703,fear,young day street father brother father talking friends saw dog began pat it father told sharply stop dog mange brother told die stop crying this
27704,joy,  making care smile tears brings
27705,joy,puddings 6days RT   honeys birthday 5 days ♥
27706,fear,  reporting basis stop trying place #fear viewers uncool #occupyla #ows
27707,fear,Gallows humor helps MT     Dont know cancer diagnosis lightly #uncertainty #bcsm
27708,joy,look tan healthy 
27709,sad,  awkward moment realize DONT love life
27710,fear,taken interest growing baby  anxious Jane s health safety  way expectant fathers supposed 
27711,sad,transferred Chichiri Secondary School St Marys Sec School happy Chichiri day scholer lot friends going boarding meant parting friends boyfriend time
27712,anger,Stop tweeting him annoying everytime look twitter #heisevil #trustme
27713,sad,inability read book college
27714,fear,entire drunken family trying play dance horendous
27715,sad,’ tried  chance 
27716,fear,weapon choice #Satan uses saints HighFear #GOD amp fear world✡Prov2:5
27717,sad,Clare devastated swore school 
27718,sad,matter fact  bit upset  came meeting 
27720,joy,praying  LOLOOoo DONT STOP  praying keeps Happy  happy =  dont let ole devil drag u #UPPP
27722,anger,PUJOLS EVIL GREEDY JERK LEAVE WEVE HIM11 HOPE DIES FIRE
27723,sad,going kill   RT   Funny Girl longer coming broadway
27724,joy,Thank u amazing people r following me Luv ya guys :D
27725,sad,week half time played round golf hate winter
27726,fear, Gambling vice industry built deception fed intentional exploitation human weakness sole purpose monetary gain  disgusts 
27727,sad,khthons began hum sorrowful melody 
27728,fear,entire drunken family trying play dance horendous
27729,fear,lot peoples biggest #death lot #clowns biggest fear Death Clowns Theres scarier
27730,joy,wrapped Christmas present year :)
27731,joy,want sleeping guess Christmas service Ethiopian dinner worth it
27732,joy,Spending iPad2 accessories crime Yes pay half paid thing itself Cant help tho
27733,joy,Today thankful funny creatures God made like grandparents dog #7 #fb
27734,fear,Strictly avoid frightening ideas
27735,sad,love best friend time oh wait   nompton   Florida Cool story bro
27736,sad,Ryan spent night roof  remembered bitter anguish 
27737,sad,CueBall Slaphead Kojak Egghead Chrome Dome MegaMind Sir RecedeALot Mr Friends
27738,joy,felt elated  warmhearted sight place d born 
27739,fear,positive game factor commercial
27740,anger,ref needs glasses  Hey ref  open eyes  ’ believe ’ 
27741,sad,death friends father especially happened days wedding
27742,sad,heard father involved car accident Europe happened gone car stolen Europe
27743,sad,Im sorry  usually  policy 
27744,joy,Taking family pictures
27745,sad,months ago wife gave birth twin sisters idea looking babies felt oppressed fact help caused grief me
27746,fear,Princess Wales caused disquiet fashion commentators sticking rules 
27748,fear,boss sounded agitated spoke phone  
27749,joy,  weekend christmas shopping eating boy seen properly 2 weeks
27750,fear,paused stepping roof  look horror face 
27751,fear,afraid tomorrow seen yesterday love today #less
27752,fear,gain confidence experience stop look face~ E Roosevelt
27753,fear,Typically  Gould s infrequent letters home detailed ornithological exploits  dismay household  desperate hear news personal nature 
27754,joy,lover felt like gone circle relationship new fresh vital etc again
27755,joy,register online games workshop sure unticked quotsend newsletterquot box
27756,joy,River island menswear xmas party = success
27757,anger,Mr C took drawing pens asked permission first lost them tell till asked try find them
27758,anger,: #FantasyFootball QB keeps handing rock RB keeps scoring rushing TDs #ThrowIt
27759,sad,glasses actually broke yesterday Im blind home #thissucks
27760,sad,Im pimp pressure leave money dresser got bitches   needs laid #paysingum
27761,sad,playing Skyward Sword today
27762,joy,Great ugly faces today #justkiddingyourbeautiful
27763,joy,time sister baby happy joyous stayed days marriage child
27764,anger,onlookers thought accident creased laughter  making poor man irate 
27765,joy,student Institute MPhil degree professors called convocation told \You got goldmedal (first rank) university tomorrow TV\
27766,fear,luggage checked Customs
27767,sad,Walking street knee gave me fell looked like haha
27769,joy,N Im sure ur stomach tolerate smh RT   eat 3 houses tomorrow
27770,anger,bus driver failed stop pick bus stop
27771,anger,Cant Believe Verge Risking Worked Hard For
27772,sad,received news inlaws passed away depended heavily guidance running daughters buisness
27773,joy,pleased responded positively 
27774,joy,went buy bicycle father wanted pay father took purse payed
27775,sad,  Mari people speculating Sheriff dies week cry want him
27776,joy,night chat fellow student known half year time speaking \the language\ meaning inspiring discussion encounter
27777,joy,know Im looking forward break Everything Baking knitting shopping sleeping sketching amp family amp friends
27778,sad,Breaks pretty already normal weekend
27779,anger,Oh god stop talking Im late comes panic attack
27780,joy,undergo final examination secondary school lived girlfriend afraid fail appeard passed
27781,joy,lunch pizza time workout #studentathleteproblems
27782,sad,deeply depressed Spiro  46  makes rambling statements money problems 
27783,joy,Pumpkin pies cups spoons latin music learning dance red amp white checkers dear old friends home
27784,sad,  beautiful face today
27785,anger,love cant Thirsty Nickel anymore running squares started bringing place
27786,joy,love excitement opening new Apple product time
27787,sad,examination results satisfactory tried best started wondering abilities major subject know choose major subject change it
27788,joy,kicked room right nowguess Im staying basement week
27790,fear,reality  anxious worried showed 
27791,sad,Need write 1000 words essay tomorrow 2000 friday
27792,joy,School boring today :/
27793,sad,boom badum boom boom badum boom bass haha :(((((
27794,fear,Teenage psychology common things day HS #drama
27795,sad,high expectations future pursue subject manner attain this
27796,anger,When drinking glass water found cockroach walking glass
27797,fear,remember quotwe took land thanks muchquot day were winning war terror AMAZING margin people
27798,sad,focus inconsolable grief  inspires poetry literature  symphonies songs 
27799,joy,forced watch 2 football games tv screen spilt half
27801,joy,Birthday gifts kids: Chewbacca bobblehead Nerf Thor hammer book Rin Tin Tin
27802,joy,far list Ill sacrifice life unto
27803,joy,college  dance  Whats favourite dance 
27804,sad,got inkling little far worse  melancholy miserable 
27805,joy,  Love articles Autism 12 yr old son autism hes huge blessing household
27806,joy,Working parade today Sweet amp Sassy
27807,sad,  songs middle school elementary names called hurt day
27808,joy,Good morning  John 
27810,fear,Donc la même impression de déjàvu tous les 6 mois cest super strange 
27811,joy,great great day :) Standing firm today
27812,joy,best feeling tells lost weight lt333
27813,joy,finally home long day shopping mom tells going church #justwhatiwanted
27814,joy,love giving gifts family me
27815,fear,afraid tomorrow seen yesterday love today #less
27817,joy,Im gonna crawl bed tweet fingers
27818,joy,Ive staring piece paper hour learned
27819,sad,phone network all cant text me Whatsapp works home
27820,anger,cool got phone taken away cant Michael
27821,anger,enraged person gets angrier “I completely understand”
27822,sad,got home Shangrilanakbuy na ng idodonate sa charity/GMAbukas sayang wala si   sa party p
27823,sad,anguish shown face voice 
27824,sad,Got package parents small note enclosed
27825,fear,Retweet “  afraid tomorrow seen yesterday love today #less”
27826,joy,Overload Christmas spirit #thankyoujesusforbeinggood
27827,sad,  switched iPhone idea gotta delete u bbm contact now
27828,anger,For taking care life solve life problems
27829,joy,Untangling solar Christmas lights up
27831,joy,wanna know know winter lips chapped hair static
27832,fear,Franco alarmed told money away immediately 
27833,sad,grandmother died suddenly warning
27834,joy,cycling work whilst stuck cars buses moving boxes xxx metres ground
27835,joy,met mother months absence
27836,anger,Lost amp Left Vmail House Phone 
27837,fear,Stanley Spencer war  experienced horror  vulgarity  war 
27839,anger,cold bus people feel need open windows 
27840,joy,Gettin health card renewed hate line ups
27841,joy,love ditched night off Makes feel good yu know
27842,sad,io domani volevo vestirmi tutta figa il mio compagno di classe fa sega quindi è tutto inutile çç
27843,anger,   replied briefly  feeling resentful 
27845,anger,Wow   thought getting assistant 
27846,joy,Fallin asleep tights elses house fun especially whn cant find ofem
27847,joy,quotHe dwells n shelter High abide shadow Almightyquot Ps 91:1 place Id be Hes amp #peace
27848,sad,feel somebody talk somebody  alone
27849,sad,Sorry Ive disappeared twitter sphere Ive busy tweet #illprobablygetfired #7hillsstaff #wetweetsomuch
27850,joy,Woo bad mood
27851,joy,Gotta love gettin work time boss keys running 20 min late
27852,joy,Im going home pecan pie Thursday Thanksgiving Im giving Irish lads house taste American
27853,anger,better homework  practice Sunday 
27854,sad,Oh yes  Sorry  drive M11 motorway 
27855,joy,Yes  funny 
27856,joy,met nice group students camping outside Schott tomorrow nights Duke game Playing cards amp eating pizza rain
27857,joy,Probably freeze ass soccer #tooexcited
27859,sad,Rough morning coming work yucky day 4day weekend
27860,joy,Sitting waiting online supreme court
27861,fear,big angry dog snout arm movement bitten me
27862,sad,feel happy day brilliant
27863,fear,miss geng2 clan  bila la aku bole join korang  :/
27864,sad,  need hurry come home Im craving cheese dip :(
27865,sad,home form US weeks visit brother family
27866,anger,HATE PEOPLE STUPID
27867,fear,second movie wears ring
27868,fear,certain night initiation
27869,fear,Dan  Dan  dude  come house right 
27870,sad,Nails miserable anxiety 
27871,sad,  yeah dude album dopeness ear drums talent voice #MusicEducation
27872,sad,funeral grandmother saw mother family members crying
27873,joy,felt love returned
27874,fear,  Thank tonight truly blessing quotIf God come fromquot
27875,joy,Shower break International business
27876,joy,  COME pictures Comet Bear Pearson Commons 122 PM :) Christmas pictures
27877,joy,Gudnyt 2 hommies #Rechael #KapsCarter #Aisha n lovly galfriend #Maddy damn true real friendz
27878,joy,girlfriend far away came place saw ran me know come her held shoulders standing me
27879,joy,White chocolate buttons heaven
27880,sad,live society pizza gets house fireman 
27881,joy,dry day bring bigger crowds add excitement vital round tournament 
27882,fear,People hatin kind why dteal girl/man arm SMH
27883,sad,Thought had careless commandx part RT   dang 6 words post
27884,sad,wish people actually realized bitch attitudei actually feelings :(
27885,joy,Happy Tweet: think joy short supply Rather short use
27886,fear,Le fanatisme est flippant même lorsquil sagit de Twilight Des nanas de 50 piges qui se font tatouer des scènes du film ^^
27887,joy,  friday weekend study
27888,joy,Break Imagine spiritual admire right you telling great hugging you #LJB
27889,joy,Winter back Time start killing mosquitoes useless textbooks
27890,joy,Detention teaching preschool class gym boys
27891,anger,sister lost favourite jumper party failed tell days happened
27892,sad,  morning :) oh bad episode come end 1 episode
27894,anger,  hahaha meant phone changes TIME time checked autocorrect word
27895,joy,Yeah  incredible  work Qi Bakshi 
27896,joy,Enjoy day today Catch dream ~ MJ Ames #wisdom #insight #quote
27897,sad,Alexei s expression anguished  clear wished 
27898,fear,        bob like head come Saturday morning 
27899,joy,feeling better morning sitting stupid english class going meeting new job
27900,joy,homework gym homework
27901,joy,delight animals skill management 
27902,fear,Were afraid  bc u aint human w/o
27903,fear,Les choses vont mieux mais je dois toujours croiser les doigts pour que ça continue daller mieux
27904,fear,watching TV (a war movie) felt strong fear death threat fear loosing people close me
27905,joy,Mrs Thatcher mastered soundbite  repeated intervals like mantra :  pleased s going  
27906,joy,acquaintance certain person
27907,joy,eating like crap care Im getting wisdom teeth week
27908,fear, Commission s disquiet prevented agreeing designation 
27909,sad,Oh  ’ forget 
27910,anger,Kisling livid  help friends managed grab sculptor throw stairwell seventh floor 
27912,joy,meet person love
27913,anger,  tell veloce Tell french fucks people up computers alike #hate
27914,sad,find somethingOtherwise Taiwan  Ill broke months 
27915,joy,Sociology test Im ecstatic Im sweating jelly beans #sarcasm
27916,joy,fine Saturday night shall gym shootin mother  
27917,joy,Cant talk anybody sister phone broke
27918,sad,  legit found seconds ago drained
27919,sad,hate walking away time
27920,sad,feel tired sick
27921,joy,Yes  opportunities grow company long 
27922,fear,Watched time night #Reesewitherspoon #MarkWallburg great performance
27923,fear,Cant wait watch Factor #tomorrowat8
27924,joy,got permission study place far away home
27925,fear,got midterm exam results results average near lowest scared final exam
27926,joy,Maybe black Friday crazy people
27927,joy,work practice coming out/dumpedness boss mum
27928,joy,got christmas card sparkles office today
27929,fear,Courage absence fear control fear mastery fear  Mark Twain # courage
27930,fear,watching yes dress: big bliss makes wanna big #diettime
27931,anger,came house 7:20 Monday morning getting ready school fight parking saw car flat tire
27932,fear,  c bizarre jose même pas dire quotpas capquot lol    
27933,joy,able buy new car lots problems
27934,fear,Fear unknown felt fear sat entrance examinations
27935,joy,observers exchanged amused glances wandered away trees 
27936,sad,know  trying tell truth obviously ’ way 
27937,fear,notice nurse dentist wearing yellow goggles
27938,anger,Im Ready Weight Room Needa release
27940,sad,  WELL went picture happy amp smiling thinking amp NOOOOOOO :(
27941,joy,evening  sit talk dinner  weekend  try beach hit nice restaurant  nice cafe 
27942,joy,felt exam feared easy went well
27943,sad,good game wish dolphins lol
27944,joy,George Grindal pleased turn bedside cabinet feeding glass containing orange juice 
27945,sad,  sadly aware busy book  
27946,anger,ha kina nako eish especially wen husband angna langa lokge
27947,sad,  moneybut alot ill prob awesome too( ohhhh tonight
27948,sad,Ill miss watching Buehrle south side favorite White Sox player
27949,joy,work goin rain wind
27950,joy, excited seeing sons 
27951,sad,grandmother died stayed age 10 died 13 remember moment funeral: sat table cried
27952,joy,Macys Thanksgiving Day Parade on Godfather 1 amp 2 come later today AMC Set DVRs Happy Thanksgiving
27953,joy,Conditional offer Queens :D Ballin B) #finally
27954,sad,sister (really niece) died cancer age 2 yrs took doctor age 1 diagnosed it
27955,anger,day  owner irked  went airport inspect plane 
27956,anger,doubly furious deceived exactly way successive men 
27957,sad,Okay  Ill right  Congratulations  manager approved final price $ 15000 
27958,anger,Believing  right  angry mishap  Matthew retreated bedroom  took penknife cut painful slit hand 
27959,sad,understood James s despair enormity ruin  loss Edward meaning 
27960,fear,1986 local authority concerned injuries sustained obtained place safety order 
27961,anger,told boy friend park certain place car ger towed away  listen towed away stage finances poverty line  cost $1000  money week (including rent)
27962,joy,thrilled  pleasure diminished imagined Ken s pallid  bandaged head shadowed screen 
27963,joy,“Worry robs tomorrow sorrow saps today joy” Buscaglia
27964,sad,  knowwww feel sick thinking
27966,joy,beautiful morning love drizzle Means thing morning walk cancelled YAY
27967,anger,pissed work today gun right now Id killing spree shoot myself
27968,anger,car journey fellow student crossed way car bump roadside trunk
27969,joy,  lol finally listened currently morning grump
27970,sad,hey   miss new friend
27971,anger,age  parents ’ central heating like  furnace center living room  cook  heat house dry clothes  caught cold  grateful 
27972,joy,60 min de pour commencer la journée ça le fait
27973,sad,  Im twin kid dimples thats nickname dont mean ladybug hehe
27974,joy,bad means hour amp 45 min gap classes tomorrow
27976,fear,cleaning pile junk house huge spider (a \Jungle Spider\) ran near me (I like small spiders)
27977,fear,Im afraid viruses now watch video
27978,joy,Christmas shopping today
27979,joy,admitted Bulgarian State Conservatoire
27980,sad,home babbis cant hold 7 month old coz flu
27981,joy,Love morning sat talks mom 1 things Im glad sidewalk break
27982,joy,imagining undercurrent nostalgia  told looked Beth s flushed  excited face 
27983,joy,world amp world cant away   
27984,joy,cool mockery deep voice  turned glare  hating fact deriving amusement discomfort 
27986,fear,lone wolves 13  9 11 terrorist terrorsit radical #ows
27988,sad,  messaged room infotweet updates can #babywithdrawal
27989,joy,10 days trail   happier risks  babies remained unkissed 
27990,joy,school today field trip got canceled today gonna joke
27991,joy,swim meet work
27992,anger,Snow fucking evil bitch 
27993,joy,sunny Autumn day long rainy period
27994,joy,Break moment think makes feel warm amp fuzzy sit amp savor it #LJB
27995,anger,Stock investors miffed frantic currency markets 
27996,fear,Im scared small light green leafs bc look like nasty praying mantis bugs
27997,anger,England wild storms swept country  commuters infuriated inconvenienced ASLEF dispute 
27998,joy,  second fav programme Grand designs watch Water Elephants
27999,joy,passed exam
28000,joy,REdecorated Christmas tree wif mama (:
28001,joy,going check Operation Santa Claus morning Ill later today :)
28002,joy,Dear Lord  stupid  thought Scarlet  saw Camille respond surprised gratification matador bull blindly turned flank 
28003,anger,school couple years ago socalled acquaintance told lies teacher told friends overheard conversation
28004,joy,Wow  city 
28005,fear,tears hold value drop single thing showed Us
28006,joy,met girlfriend seeing months saw discotheque like discotheques went knew meet there
28008,joy,Alright Im tweeting marcel :) Follow   SURPRISE HOEs :)
28009,anger,want destroy point cops arrest me ill probably burn house #rage
28010,sad,unclear phone version quot  it RT   Mission impossible: ghost protocolquot
28011,anger,According Sheila  Caan enraged charged 
28012,joy,plan Christmas break: shut room play Knights Old Republic Mass Effect food
28014,joy,Swim practice starts Monday  meet Tuesday /:
28015,sad,nice dream wanna meetbut dream |
28016,joy,Root canal time #nomorepain
28017,anger, ended finding later night saw man club near home 
28018,anger,hate people real comes like kidding me
28019,joy,Hot water bottle cup tea amp lovely coursework
28020,joy,Awkward stage junior year
28021,fear,large sum money  cant afford lose 
28023,fear,public appearance rathe big audience
28024,sad,  feel kinda way iggin nostalgia tweet :(
28025,anger,felt angry men ve moved write song 
28027,anger,shrug shoulders  matter mad gets  cant duff  s stuck bed  hard cheese 
28028,joy,deserves  film lot inspiration 
28029,fear,father drinking feared went bed night
28030,sad,spend nights watching Youtube clips old games
28031,joy,twin bed sweating ass listening snoring
28032,anger,Stop picking  going mad 
28034,sad,Athelstan rubbed mouth thumb gazed directly Cranston s sorrowful face 
28035,joy,trick : boys distant friendship David happier 
28036,sad,boyfriend soldier leave felt sad separated again
28037,joy,    ha morning real here Team
28038,sad,took BA examsI expecting 1st class well results came felt sad missed 1st class 12 marks
28039,fear,driving night realized car following us
28040,joy,chuckled  delighted amazed 
28041,sad,honestly want dancing feet hurt :(
28042,fear,day university results came excited scared failed know want work family ambivalent
28043,joy,finding love Jesus man
28044,sad,  Seriously kitchen watching football texting back
28046,anger,woman worth worth #effort
28047,anger,sit listen music 
28048,joy,  Familiarise new PG module Ive found Im teaching semester governance risk
28049,joy,Yeah  got pressure company  tobe wrapped work 
28051,sad,fire alarms taking away lounges sleep
28052,joy,weekend consists greek/church related things
28053,fear,Wanna remembered black friday store push kid over look eye quotYou remember mequot
28055,fear,«  afraid tomorrow seen yesterday love today #less»
28056,sad,night Manila  flying home tomorrow
28057,sad,feet killing  hate standing day @ work
28058,anger,sick people suck eachother time
28059,joy,love work hit extra 2hrs added shift tomorrow
28061,fear,word  Bert Rafferty gently picked frightened child cliff 
28062,anger,Im gonna start going bed early good day time turn bad night #lovemylife #sarcasm
28063,joy,Guess Ill love day :D #HappyHeartFeeling #Inthemood #alegria :D
28064,joy,#creation joy creation: know nature joy ~ Veda Upanishads #quote
28065,joy,Fell asleep woke news lockout over looks like Ill Clipper game season
28066,sad,stop coughing  stop sneezing  vomited blood night  Sorry  coughing 
28067,joy,refuse let devil steal Im #GOOD
28068,joy,excited 4 hours work Buddhism presentation #justwanttorelax
28069,joy,Suppose snow today
28070,sad,Ppl r talkin shit selena im sad mk kelly r sad cuz got trouble sad
28071,joy,order busines today: stop walking like this pants Ah simple life
28072,joy,heard passed second year exams
28073,fear,happened originality Everybody following trend wants step box #bitch
28074,joy,Yeah  right  stop complaining stick day 
28075,sad,Miss Van Cheele terribly sad GabrielErnest 
28076,fear,drink water kidneys sick  :(
28077,fear,Word quot  afraid tomorrow seen yesterday love today #lessquot
28078,fear,feel frightened  vulnerable position 
28079,sad,inconsolable found d 
28080,joy,1st normal morning 4 years :)
28081,sad,washing machine working 
28083,fear,Premature wrinkles amp grey hair
28084,sad,  sign Jose Reyesseeing 100+ loss season
28085,sad,driving past   s house knowing there
28086,anger,wanted happen didnt
28087,sad,cant eat cause got weight
28088,fear,Quand je vais dans certain coin en île de France jai limpression dêtre dans un autre monde cc aulney cc Clichysousbois #chochotte
28089,fear,afraid boyfriend threatened end relationship love loved much
28090,sad,missed Victoria Fashion Soccer #shouldofDVRit
28091,anger,Lenin furious learned 
28092,sad,Oh  sorry interrupt  calling goodbye  awfully sorry tell afraid airport tomorrow  attend important meeting 
28093,joy,like   God breathe life 2 Draaaaag day
28094,sad,kept trying Changez s lugubrious face  reclined morosely good hand guests filled air cultivated noises 
28095,anger,actually believe believe characteristics follow #Darkness
28096,fear,sexually assaulted (not rape passionate kissing) friends father  stopped driving home wanted lift refused 3 times felt itd rude refuse again afraid do
28097,anger,wanted pay ticket twice said date
28098,joy,Lift hand quotFather lift hands thee help knowquot God cover zone #faith
28099,sad,informed Magic printing fancy ticket booklets year season ticket holders
28100,sad,Producers believe ability succumb despondency 
28101,anger,Taking larger perspective anger help control it #bornmad
28102,joy, help   asked  trying let amusement blue eyes 
28103,fear,Fuck girls anger silly questions sweat temperature near 12°C #thrill #youprefer
28104,joy,Seein folks overcome limitations seeing DREAM capacity compass
28105,fear,brave ta b born da world
28106,sad,Theres  gone  wish tell differently  happened happened  figure way 
28107,joy,  Come back miss Jungle Bookers Jonathan delight usual
28108,sad,wanna feel lovely feeling inside love
28110,anger,➨ LET ANGER  Acid Burns Away Delicate Layers H P P N E ~unk #Creativator
28111,joy,LOVE walking walgreens freeeeezing cold
28112,joy,Im honored thought ask 
28114,joy,Oh wait multiple test tomorrow
28115,joy,Feel like crap today
28116,anger,took hand away saying  felt slightly hurt resentful 
28117,joy,Enjoy amp Share Gift amp #Workout W/ #Family Love Workouts w/ Mom  
28118,anger,accused something got angry
28119,fear,Faith comes hearing Word God (Rom 10:17) replace faith speaking God’s Word says
28120,joy,Jungle Jims fun Now time college apps
28121,joy,nice journey  regards parents 
28122,joy,irritated want bed cant till talk 
28123,anger,sifted  somewhat peeved  remaining unopened mail 
28124,joy,compare feeling Lord )
28125,fear,right act unpatriotic Civil liberties exchange war terrorism Latest debate
28126,fear,Les meilleurs Rick Roll restent à venir 
28127,sad, sense sad   writer remembers 
28128,joy,found girl love loved too
28129,sad,bride married basketball player days later gets fired
28130,joy,grew excited 
28131,fear,believed wanted care maybe believe taking care other gt
28132,fear,  TY 4 tweets Gr8 reminder were same out grow want peace love acceptance feel alone
28133,anger,spent ages good post tumbr vanished 
28134,sad,told friends baby born partial sight child young (the mother is)
28135,fear,remember took land thanks day were winning war terror AMAZING margin people
28136,fear,like sharing feelings Im scared run admit something
28138,joy,Happy wake work 3 days got lots today
28140,sad,swear poor dog Daisy Alzheimers Mangans growing
28141,anger,denied job person propsed giving political reasons directly professional level
28142,fear,dnt open lot partner shouldis letting guard yu gaf hurt reason dnt attatched
28143,sad,tweetn mah ass phone die {}  near outlet
28144,joy,dining center pressure washed morning Right outside window
28145,joy,bouncer s glee  masculine grunts background  right    timely reminder surviving thriving misogyny  petty power struggle engenders 
28146,anger,hate U
28147,anger,friend started shout me called old frump
28148,joy,Joy remember told earlier putting
28149,fear,watched dismay hit floor bounced dusty oblivions 
28150,fear,losing ones softness heart hardening#islam
28151,fear,Find knows treat amp biggest losing you
28152,fear,hate driving water
28153,fear,Motorcycle accident people involved running road Broke arm only
28154,joy,truly glad wonderful ahead Peter 1:6 #turnbacktogod #jesustweeters
28155,joy,got sit   rest night
28156,fear,afraid tomorrow seen yesterday love today #less
28157,anger, re cross honest spoke night 
28158,joy,Thanksgiving break finally started look forward 3 exams
28159,sad,Sorry  sir  tables main dinning room left 
28162,joy,concepts research paper excited finish 
28163,joy,De camino Sol  Naaaaaa ver las luces con mi chica Llamarme #clapsico
28166,joy,Air con broken train
28167,joy,shat Physics OChem finals relaxjk calc 7:30
28168,joy,good day everyone life live better living cuz time running out #decency #kindness
28169,fear,Courage mastery fear absence
28170,sad,Im sorry  sir 
28171,joy,Waking early tomorrow finish assignment
28172,sad, hes friends couple older boys band  night weekend  came home late  way past curfew 
28173,joy,hate weekend mornings Rehearsal 8:304with fever
28175,joy,Ya3ni tomorrow school business book
28176,joy,sweet class :) study dumb chem test :P
28177,anger,got know reaction friend certain situation expected react way
28178,anger,found cousin killed angry world murderer exboyfriend worst hateful day life
28179,joy,mornings early morning glow #beauty #ihavenotsleptyet #6am
28180,fear,Faith voice God Fear voice satan cant listen voices makes doubleminded  
28181,sad,Damn it     XV cant buy bottle home
28182,sad,FIFA tournament boys Milan semifinal City Eternal sadness
28183,joy,    know sounds lame Im tired Ive gotta 10 hours
28184,joy,Joy joys crisis team stopping
28185,joy,me good recipe turkey
28186,fear,sister ill admitted hospital
28187,fear,Edouard looked  felt sickening dismay 
28188,anger,Informed queendowager decision  resentful refused permission return home  Anne displeasure plain 
28189,sad,year worked Summer holidays studied time examination repeat boyfriend went Greece holiday month
28190,anger,uses Macintosh 
28191,joy,cheerfulness delight alive Charlie feel guilty 
28192,sad,morning watch Despicable discovered   seen it #boatloadsofshame
28193,joy,way Wilkinson Eyre Architects tonight 3 study
28194,fear,relationship family poor fear excluded group fear stronger situations argument hand
28195,joy,  OMG  death stare tomorrow
28196,anger,Sheffield Wednesday striker livid finding bench 28 minutes sent secondhalf substitute Norwich Saturday 
28198,joy,A27 traffic light failure north baddesley
28199,joy,Love Lisa   writing dreams  create life Spritual Emotional Menal Physical Fiscal #believer
28200,anger,furious married beneath  appalled vicious attack threatens end relationship 
28201,fear,Melissa stared friend dismay 
28202,joy,excitement prospect exploiting potential palpable  illusions current difficulties 
28203,sad,crackers Mac n chees making better :/
28204,sad,  shape job line 
28205,fear,throw huge #party up upset start inviting random people street : )
28206,fear,Hoje meu dia vai ser study study study Tenho que aliviar pelo menos geo e hist Serio
28207,fear,Javais décidé de coucher et puis finalement jaime pas trop le lit vide et le bruit dans le couloir
28209,fear,Im forcing eat right collapse stage
28210,anger,began feel exasperated 
28211,joy,  Yes Ive developed greater appreciation patience God greater store us
28212,joy,Second Walk Room Gets Still Know Im Kind Big Deal
28213,sad,  oh wish camp 2 days tents distain sports bronchitis stopped
28214,joy,Lots affection lots play
28216,joy,Work 2nd time today
28217,fear,False Evidence Appearing Real
28218,fear,saying muslim hell fire
28219,joy,Wodens Day: dotted line pirate black X treasure
28220,joy,  10 month old Nephews smile 1st thg morning open bedroom door beats it xx
28221,fear,Saiu nos cinemas americanos um remake de quotThe Thingquot filme que na minha infância fez ficar noites sem dormir
28222,joy,la la land cause apperently gotta work 9:30
28224,joy,kiss
28225,joy,Oh great iPhone cord charge laptop outlet Guess gotta buy new one
28226,sad,  jankey ass phone messin like do BLACKBERRY
28227,sad,cold room tonight
28229,fear,broke window neighbouring house feared mothers judgement action done
28230,sad,Were sorry leave 
28231,fear,  let haters hate weak killed eaten love got ur ur thing
28232,fear,process spotting refusing obey source true #empowerment Martha Beck
28233,sad,Missed Chuck tonight feel like cry final season greatest world
28234,joy,Sat 26 Nov Ill   9pm kinda bday (actual: 27 Nov) honor 45th Im giving away 45s
28235,sad, years  know  hand clenched involuntary anguish thought intolerable betrayal brother 
28236,sad,close friend died
28237,sad,really Christmas version homeless/dying dogs commercial hahaha
28238,sad,realized girl loved leave me
28239,joy,months revival began  overjoyed Christians overflowed city streets 
28240,sad,girl TL vex tonight
28241,sad, desire palace Westminster  lord  greet queen mother tender condolences  share grief family  
28242,sad,  aww it UK wait 3 months film
28243,anger,eyesight s good   Miss Dersingham said exasperation 
28244,sad,Jessica felt flustered  felt devastated 
28245,joy,worry  Im sure better time 
28246,fear,Emmeline grew pale  horror Bastide s plight 
28247,sad,summer leave town spend holidays
28248,sad,time Hershel Sofia quotWalker Barnquot  shame
28249,fear,Actually nervous amounts chilli dad salad
28251,anger,said sunny  times tell 
28253,joy,Cc   LOL Lwena honey Hahaa ☺ RT   honeys birthday 5 days ♥
28254,joy,£28 23rd £20 going driving tomorrow fuck im fucked Christmas shopping Christmas eve again
28255,anger,Forgiveness heal wounds frees soul anger amp hatred
28256,fear,Mr Carruthers said vast majority evidence acknowledged concerned Mr McTear able conclude testimony 
28257,joy,Merry Christmas  Lee 
28258,joy,Got headache feel like shit
28259,sad,  Wed 21st late trip
